abs time (s)	Fx	Fy	Fz	|Ft|	Fx12	Fx34	Fy14	Fy23	Fz1	Fz2	Fz3	Fz4	Mx	My	Mz	Tz	Ax	Ay
	N	N	N	N	N	N	N	N	N	N	N	N	N m	N m	N m	N m	m	m
4.490000	1.626592	-5.048398	742.836657	742.855592	-4.742232	6.368824	-11.547539	6.499141	285.100433	-5.556669	349.049774	114.243118	-36.522649	-6.628857	0.056610	0.021686	0.008924	-0.049166
4.500000	1.400640	-5.160201	743.148775	743.168010	-4.902944	6.303585	-11.691195	6.530994	285.100433	-5.235938	349.669098	113.615181	-36.451749	-6.450866	0.054643	0.030734	0.008680	-0.049050
4.510000	1.272071	-5.160411	743.457852	743.476850	-5.031514	6.303585	-11.786967	6.626556	285.419006	-5.075572	350.598114	112.516304	-36.321980	-6.232289	0.057397	0.038508	0.008383	-0.048855
4.520000	1.159573	-5.192475	744.560554	744.579563	-5.144012	6.303585	-11.882739	6.690264	285.578278	-4.594475	351.217438	112.359314	-36.284930	-6.105575	0.060759	0.046829	0.008200	-0.048733
4.530000	0.950647	-5.176794	743.767631	743.786254	-5.352938	6.303585	-11.994473	6.817679	286.215393	-4.594475	352.456116	109.690598	-35.872205	-5.722543	0.073846	0.067826	0.007694	-0.048230
4.540000	0.853743	-5.017454	744.849838	744.867226	-5.417222	6.270965	-11.962548	6.945095	286.852478	-4.594475	354.314087	108.277748	-35.840983	-5.410856	0.068720	0.064088	0.007264	-0.048118
4.550000	0.756838	-4.906070	743.284606	743.301183	-5.481507	6.238345	-12.010434	7.104364	287.171051	-4.594475	354.314087	106.393944	-35.405520	-5.227389	0.050195	0.048647	0.007033	-0.047634
4.560000	0.563983	-4.874356	744.382071	744.398244	-5.674361	6.238345	-12.074282	7.199925	287.648865	-4.273744	355.397919	105.609032	-35.307022	-5.030668	0.069636	0.075828	0.006758	-0.047431
4.570000	0.403510	-4.842642	744.212355	744.228220	-5.851144	6.254654	-12.138129	7.295487	287.808167	-4.273744	356.481750	104.196182	-35.210785	-4.757403	0.089126	0.100991	0.006393	-0.047313
4.580000	0.208984	-4.619631	745.166464	745.180812	-5.931500	6.140485	-12.122168	7.502537	289.082367	-3.953013	357.410767	102.626343	-34.773669	-4.580711	0.059433	0.078078	0.006147	-0.046666
4.590000	0.031246	-4.635768	745.005476	745.019899	-6.043999	6.075245	-12.217939	7.582171	289.400940	-3.953013	358.030090	101.527458	-34.613316	-4.420753	0.047835	0.073892	0.005934	-0.046460
4.600000	-0.113394	-4.412650	743.764467	743.777565	-6.188639	6.075245	-12.154091	7.741441	290.197327	-3.792647	358.030090	99.329697	-33.992454	-4.239853	0.065313	0.095650	0.005701	-0.045703
4.610000	-0.275061	-4.093832	745.965736	745.977020	-6.285066	6.010005	-12.026396	7.932564	290.993713	-3.151185	359.578430	98.544777	-33.871915	-3.985727	0.063939	0.098302	0.005343	-0.045407
4.620000	-0.469348	-3.791116	745.338204	745.347993	-6.381494	5.912145	-11.978510	8.187394	291.790100	-3.471916	359.888092	97.131927	-33.569768	-3.921823	0.038819	0.079907	0.005262	-0.045040
4.630000	-0.550182	-3.504256	746.455764	746.464192	-6.429707	5.879525	-11.898701	8.394444	292.745758	-2.830453	360.507416	96.033043	-33.167341	-3.756979	0.026669	0.068753	0.005033	-0.044433
4.640000	-0.663635	-3.169440	744.742705	744.749745	-6.477921	5.814285	-11.739081	8.569641	293.701416	-2.830453	360.507416	93.364326	-32.457533	-3.556517	0.021394	0.065453	0.004775	-0.043582
4.650000	-0.615900	-2.882476	744.755419	744.761252	-6.397565	5.781665	-11.611386	8.728910	294.497803	-2.670088	360.662262	92.265442	-32.090288	-3.480244	-0.004990	0.035018	0.004673	-0.043088
4.660000	-0.567208	-2.627471	744.745241	744.750092	-6.381494	5.814285	-11.531577	8.904106	295.134918	-2.670088	362.055756	90.224655	-31.844881	-3.142393	-0.013126	0.022214	0.004219	-0.042759
4.670000	-0.647564	-2.340471	743.824484	743.828448	-6.461849	5.814285	-11.387919	9.047448	295.772034	-2.509722	361.436401	89.125771	-31.354652	-3.145676	0.002983	0.040178	0.004229	-0.042153
4.680000	-0.809709	-2.021653	743.992166	743.995353	-6.526134	5.716425	-11.260224	9.238571	296.727692	-2.349356	361.900909	87.712921	-30.956126	-3.023124	-0.011344	0.030562	0.004063	-0.041608
4.690000	-0.713282	-1.782574	743.689668	743.692146	-6.429707	5.716425	-11.180414	9.397840	297.524078	-2.349356	361.900909	86.614037	-30.587830	-2.982485	-0.040164	-0.003678	0.004010	-0.041130
4.700000	-0.746140	-1.479648	744.022041	744.023886	-6.413636	5.667496	-11.036757	9.557110	298.161194	-1.707894	362.210571	85.358170	-30.156505	-2.795579	-0.055038	-0.019236	0.003757	-0.040532
4.710000	-0.859832	-1.049305	745.115501	745.116736	-6.445778	5.585946	-10.893100	9.843795	299.276154	-1.707894	363.758911	83.788330	-29.948579	-2.560309	-0.082082	-0.043918	0.003436	-0.040193
4.720000	-0.941621	-0.698598	744.512077	744.513000	-6.429707	5.488086	-10.749443	10.050845	300.231812	-1.707894	362.984741	83.003418	-29.461413	-2.677379	-0.112476	-0.072702	0.003596	-0.039571
4.730000	-0.942576	-0.411598	743.593638	743.594350	-6.365422	5.422846	-10.605785	10.194187	301.028198	-1.547528	362.365417	81.747551	-28.907939	-2.677359	-0.138343	-0.100217	0.003601	-0.038876
4.740000	-0.926266	-0.299970	744.712118	744.712754	-6.365422	5.439156	-10.541938	10.241968	301.983856	-1.066431	362.675079	81.119614	-28.561956	-2.621061	-0.133153	-0.096572	0.003520	-0.038353
4.750000	-0.877336	-0.188342	743.297080	743.297621	-6.365422	5.488086	-10.478090	10.289748	302.302399	-1.387163	362.675079	79.706764	-28.284847	-2.526030	-0.121439	-0.087413	0.003398	-0.038053
4.760000	-0.844955	-0.268012	744.394422	744.394950	-6.349351	5.504396	-10.494053	10.226041	302.620972	-1.066431	363.604065	79.235817	-28.245009	-2.356322	-0.115662	-0.082753	0.003165	-0.037944
4.770000	-0.876859	-0.395637	742.362074	742.362698	-6.397565	5.520706	-10.589824	10.194187	302.780243	-1.387163	362.675079	78.293915	-27.897380	-2.413808	-0.110427	-0.076189	0.003252	-0.037579
4.780000	-0.956259	-0.523123	743.148356	743.149155	-6.542205	5.585946	-10.621748	10.098625	302.939514	-1.226797	362.984741	78.450897	-27.921045	-2.398928	-0.060814	-0.023198	0.003228	-0.037571
4.790000	-1.051731	-0.794160	742.687414	742.688583	-6.702917	5.651186	-10.749443	9.955283	303.098816	-1.066431	362.675079	77.979950	-27.688793	-2.383742	-0.013747	0.028013	0.003210	-0.037282
4.800000	-1.050776	-1.113083	743.779996	743.781571	-6.767202	5.716425	-10.925024	9.811941	302.939514	-0.745700	363.449249	78.136932	-27.828386	-2.252033	0.008290	0.050974	0.003028	-0.037415
4.810000	-0.935890	-1.304556	742.353810	742.355546	-6.815415	5.879525	-11.084643	9.780087	302.461700	-0.745700	363.913727	76.724083	-27.725658	-1.964246	0.035220	0.073626	0.002646	-0.037348
4.820000	-1.128745	-1.432181	741.745648	741.747890	-7.008270	5.879525	-11.180414	9.748233	302.939514	-0.745700	362.984741	76.567093	-27.407157	-2.122902	0.066121	0.111927	0.002862	-0.036950
4.830000	-1.143861	-1.543845	742.829807	742.832292	-7.088626	5.944765	-11.260224	9.716379	302.939514	-0.424969	364.533081	75.782181	-27.490672	-1.805104	0.089486	0.135569	0.002430	-0.037008
4.840000	-1.143861	-1.639617	743.144866	743.147555	-7.088626	5.944765	-11.355996	9.716379	302.780243	-0.264603	364.533081	76.096146	-27.548936	-1.804423	0.077993	0.124378	0.002428	-0.037071
4.850000	-1.094692	-1.783203	742.816624	742.819571	-7.104697	6.010005	-11.467729	9.684525	302.620972	-0.424969	365.152405	75.468216	-27.604681	-1.652671	0.084670	0.129318	0.002225	-0.037162
4.860000	-1.174570	-1.878975	742.969570	742.972874	-7.217195	6.042625	-11.563500	9.684525	302.939514	-0.424969	365.771729	74.683296	-27.503543	-1.525982	0.102201	0.149541	0.002054	-0.037018
4.870000	-1.190641	-1.990639	742.500637	742.504260	-7.233266	6.042625	-11.643311	9.652672	302.780243	-0.424969	365.462067	74.683296	-27.468440	-1.544752	0.099660	0.147849	0.002080	-0.036995
4.880000	-1.270042	-2.150187	743.270649	743.274844	-7.377907	6.107865	-11.771006	9.620818	302.939514	-0.424969	366.700745	74.055359	-27.551555	-1.343444	0.130136	0.181100	0.001807	-0.037068
4.890000	-1.302185	-2.166255	743.734259	743.738554	-7.410049	6.107865	-11.834853	9.668598	302.620972	0.056128	367.629730	73.427429	-27.578532	-1.062103	0.123169	0.174549	0.001428	-0.037081
4.900000	-1.512304	-2.102652	742.635374	742.639891	-7.538619	6.026315	-11.882739	9.780087	302.620972	0.056128	367.629730	72.328545	-27.361617	-0.939693	0.113448	0.171827	0.001265	-0.036844
4.910000	-1.544208	-2.150607	742.634150	742.638869	-7.586833	6.042625	-11.962548	9.811941	302.302399	0.216494	367.629730	72.485527	-27.422497	-0.902494	0.112953	0.172588	0.001215	-0.036926
4.920000	-1.560279	-2.055046	743.101099	743.105579	-7.602904	6.042625	-11.962548	9.907502	302.620972	0.216494	368.249054	72.014580	-27.392758	-0.810613	0.104700	0.164458	0.001091	-0.036863
4.930000	-1.560040	-1.959555	744.494571	744.498784	-7.618975	6.058935	-11.994473	10.034918	302.939514	-0.104238	369.487732	72.171562	-27.676625	-0.757512	0.092055	0.152043	0.001017	-0.037175
4.940000	-1.591944	-1.768361	742.629522	742.633334	-7.667189	6.075245	-11.962548	10.194187	302.939514	0.376859	368.868408	70.444740	-27.119780	-0.568316	0.089678	0.149167	0.000765	-0.036519
4.950000	-1.673732	-1.593165	743.117783	743.121375	-7.651117	5.977385	-11.962548	10.369383	303.735901	0.857956	369.178070	69.345856	-26.714323	-0.440806	0.045869	0.106983	0.000593	-0.035949
4.960000	-1.658139	-1.354121	741.529195	741.532286	-7.602904	5.944765	-11.898701	10.544580	303.735901	0.376859	369.797394	67.619041	-26.599801	-0.216299	0.016340	0.076215	0.000292	-0.035872
4.970000	-1.787186	-1.242667	742.003831	742.007024	-7.699331	5.912145	-11.914662	10.671995	304.054474	0.537225	370.107056	67.305077	-26.508168	-0.166256	0.011896	0.076022	0.000224	-0.035725
4.980000	-1.965640	-1.035583	743.406525	743.409845	-7.763616	5.797976	-11.898701	10.863118	304.373016	0.857956	371.655396	66.520157	-26.542316	0.105968	-0.019100	0.050933	-0.000143	-0.035704
4.990000	-1.998499	-0.844460	742.488731	742.491900	-7.747544	5.749045	-11.898701	11.054241	304.532288	1.178687	370.571564	66.206192	-26.175357	0.031480	-0.055035	0.015383	-0.000042	-0.035254
5.000000	-2.096358	-0.844600	741.851260	741.854703	-7.747544	5.651186	-11.962548	11.117949	304.532288	1.339053	371.500549	64.479370	-25.983710	0.365017	-0.089914	-0.016903	-0.000492	-0.035025
5.010000	-2.242432	-0.892626	741.695525	741.699452	-7.795758	5.553326	-12.074282	11.181656	304.532288	1.499419	371.655396	64.008423	-25.886255	0.452783	-0.120896	-0.043177	-0.000610	-0.034901
5.020000	-2.339336	-0.972575	740.740710	740.745042	-7.860043	5.520706	-12.217939	11.245364	304.532288	1.499419	372.584381	62.124622	-25.691695	0.785957	-0.139447	-0.059342	-0.001061	-0.034684
5.030000	-2.468384	-0.972715	742.938058	742.942795	-7.956470	5.488086	-12.281787	11.309072	304.691589	1.980515	373.513397	62.752556	-25.874999	0.854895	-0.141992	-0.057142	-0.001151	-0.034828
5.040000	-2.483739	-1.100410	742.174134	742.179106	-8.020755	5.537016	-12.409482	11.309072	305.169403	2.140881	372.739227	62.124622	-25.461196	0.798562	-0.134672	-0.050649	-0.001076	-0.034306
5.050000	-2.612547	-1.164329	742.632221	742.637729	-8.133253	5.520706	-12.505254	11.340925	304.850861	2.461612	373.823059	61.496689	-25.549061	1.074890	-0.130750	-0.042554	-0.001447	-0.034403
5.060000	-2.531236	-1.244067	743.269035	743.274386	-8.117182	5.585946	-12.553139	11.309072	305.169403	2.461612	373.513397	62.124622	-25.545419	0.927813	-0.122840	-0.037397	-0.001248	-0.034369
5.070000	-2.596476	-1.323807	742.631695	742.637414	-8.117182	5.520706	-12.601025	11.277218	305.647247	2.301247	374.442383	60.240818	-25.287371	1.185826	-0.137812	-0.051513	-0.001597	-0.034051
5.080000	-2.692903	-1.387654	743.409370	743.415542	-8.213609	5.520706	-12.664872	11.277218	305.806519	2.461612	375.371368	59.769871	-25.312178	1.349610	-0.126188	-0.037017	-0.001815	-0.034049
5.090000	-2.805401	-1.419544	741.854911	741.861573	-8.326107	5.520706	-12.680835	11.261291	305.806519	2.782344	374.752045	58.514004	-24.871559	1.459421	-0.103692	-0.012431	-0.001967	-0.033526
5.100000	-2.854569	-1.387654	742.332453	742.339239	-8.310036	5.455466	-12.664872	11.277218	305.965790	2.782344	374.442383	59.141937	-24.904794	1.325584	-0.119950	-0.026659	-0.001786	-0.033549
5.110000	-2.854569	-1.483392	742.641021	742.647989	-8.310036	5.455466	-12.744682	11.261291	306.125061	2.621978	374.752045	59.141937	-24.962637	1.324387	-0.127616	-0.034310	-0.001783	-0.033613
5.120000	-2.886235	-1.515209	741.867030	741.874192	-8.374321	5.488086	-12.728720	11.213511	306.284363	2.621978	374.132721	58.827969	-24.742687	1.267204	-0.100586	-0.006913	-0.001708	-0.033352
5.130000	-2.869208	-1.547099	742.811091	742.818243	-8.422534	5.553326	-12.744682	11.197583	305.965790	2.942709	374.132721	59.769871	-24.929200	1.231658	-0.077900	0.015827	-0.001658	-0.033561
5.140000	-2.724090	-1.435540	742.036299	742.042687	-8.310036	5.585946	-12.712758	11.277218	306.284363	3.103075	373.977875	58.670986	-24.587687	1.332488	-0.099601	-0.011915	-0.001796	-0.033135
5.150000	-2.643257	-1.371833	742.333998	742.339971	-8.261823	5.618566	-12.712758	11.340925	306.284363	2.942709	374.906891	58.200035	-24.714239	1.484878	-0.110364	-0.025107	-0.002000	-0.033293
5.160000	-2.578733	-1.100795	741.248471	741.253774	-8.213609	5.634876	-12.585063	11.484268	306.443634	3.263440	374.597229	56.944168	-24.317330	1.620701	-0.118623	-0.036432	-0.002186	-0.032806
5.170000	-2.546830	-1.005198	742.032315	742.037367	-8.165396	5.618566	-12.569101	11.563903	306.284363	3.423806	374.752045	57.572102	-24.477963	1.603719	-0.139168	-0.057327	-0.002161	-0.032988
5.180000	-2.483022	-0.845860	742.510278	742.514911	-8.068968	5.585946	-12.537177	11.691318	306.921448	3.423806	374.906891	57.258133	-24.325891	1.586398	-0.176437	-0.096896	-0.002137	-0.032762
5.190000	-2.549217	-0.702342	742.355614	742.360324	-8.004683	5.455466	-12.457368	11.755026	307.080750	3.423806	374.906891	56.944168	-24.237696	1.601979	-0.213457	-0.131742	-0.002158	-0.032650
5.200000	-2.646122	-0.670453	742.677540	742.682557	-8.068968	5.422846	-12.441405	11.770952	307.399292	3.584172	374.906891	56.787186	-24.111953	1.597475	-0.207120	-0.122653	-0.002151	-0.032466
5.210000	-2.630528	-0.622602	740.961297	740.966228	-8.020755	5.390226	-12.409482	11.786880	307.558563	3.263440	373.823059	56.316235	-23.835442	1.467030	-0.221367	-0.137980	-0.001980	-0.032168
5.220000	-2.646839	-0.542863	742.843552	742.848466	-8.020755	5.373916	-12.361596	11.818733	307.877136	3.584172	374.752045	56.630199	-23.959760	1.540358	-0.222705	-0.138460	-0.002074	-0.032254
5.230000	-2.662193	-0.463054	740.951646	740.956573	-8.085039	5.422846	-12.281787	11.818733	307.399292	3.423806	374.597229	55.531319	-23.840254	1.691052	-0.190485	-0.105886	-0.002282	-0.032175
5.240000	-2.726000	-0.606536	742.375683	742.380936	-8.181466	5.455466	-12.345634	11.739099	307.558563	3.744537	374.442383	56.630199	-23.926603	1.557109	-0.162781	-0.076195	-0.002097	-0.032230
5.250000	-2.677787	-0.638424	742.523766	742.528869	-8.133253	5.455466	-12.361596	11.723172	307.558563	3.423806	374.597229	56.944168	-24.083078	1.501696	-0.172428	-0.086868	-0.002022	-0.032434
5.260000	-2.548262	-0.463054	743.475662	743.480173	-8.068968	5.520706	-12.281787	11.818733	307.399292	3.904903	374.442383	57.729084	-24.152618	1.471597	-0.174128	-0.092261	-0.001979	-0.032486
5.270000	-2.547307	-0.431129	742.051743	742.056240	-8.133253	5.585946	-12.249863	11.818733	307.399292	3.584172	374.752045	56.316235	-23.997563	1.639854	-0.144392	-0.062966	-0.002210	-0.032339
5.280000	-2.562423	-0.399276	742.999615	743.004141	-8.213609	5.651186	-12.249863	11.850587	307.877136	3.744537	375.061707	56.316235	-23.933287	1.638236	-0.119095	-0.037435	-0.002205	-0.032212
5.290000	-2.514687	-0.478981	743.150154	743.154563	-8.133253	5.618566	-12.281787	11.802806	307.877136	3.744537	375.526215	56.002266	-23.959808	1.733801	-0.139787	-0.059829	-0.002333	-0.032241
5.300000	-2.547307	-0.494977	743.145550	743.150080	-8.133253	5.585946	-12.313710	11.818733	307.558563	3.744537	375.526215	56.316235	-24.085597	1.732886	-0.152053	-0.070649	-0.002332	-0.032410
5.310000	-2.595520	-0.574682	742.819146	742.823903	-8.181466	5.585946	-12.345634	11.770952	307.399292	3.263440	375.526215	56.630199	-24.272877	1.654421	-0.140508	-0.056975	-0.002227	-0.032677
5.320000	-2.578971	-0.734126	744.382885	744.387714	-8.197537	5.618566	-12.425444	11.691318	307.080750	3.904903	376.610046	56.787186	-24.449281	1.881588	-0.130791	-0.047940	-0.002528	-0.032845
5.330000	-2.595520	-0.734126	744.560539	744.565425	-8.181466	5.585946	-12.425444	11.691318	307.558563	3.744537	375.371368	57.886070	-24.357833	1.523754	-0.140529	-0.057120	-0.002047	-0.032714
5.340000	-2.691231	-0.893571	743.608562	743.613969	-8.326107	5.634876	-12.505254	11.611683	306.921448	3.904903	375.681061	57.101151	-24.350963	1.746499	-0.101836	-0.015805	-0.002349	-0.032747
5.350000	-2.819801	-0.973274	743.443749	743.449734	-8.454677	5.634876	-12.537177	11.563903	307.080750	3.423806	375.681061	57.258133	-24.443131	1.645027	-0.074219	0.016337	-0.002213	-0.032878
5.360000	-2.673727	-1.116722	743.911309	743.916952	-8.406463	5.732736	-12.585063	11.468341	306.762177	3.584172	375.835876	57.729084	-24.593471	1.671137	-0.058569	0.027315	-0.002246	-0.033060
5.370000	-2.608727	-1.260239	742.956727	742.962376	-8.390392	5.781665	-12.664872	11.404634	305.965790	3.423806	375.681061	57.886070	-24.778797	1.712968	-0.053929	0.030170	-0.002306	-0.033352
5.380000	-2.640391	-1.308055	742.181310	742.187159	-8.454677	5.814285	-12.680835	11.372780	305.965790	3.263440	374.752045	58.200035	-24.685709	1.543142	-0.032641	0.052461	-0.002079	-0.033261
5.390000	-2.607294	-1.403757	743.725076	743.730971	-8.486819	5.879525	-12.744682	11.340925	305.647247	3.263440	376.300385	58.514004	-25.117572	1.730981	-0.017004	0.067784	-0.002327	-0.033773
5.400000	-2.574674	-1.547204	743.096247	743.102318	-8.486819	5.912145	-12.792568	11.245364	305.010132	2.942709	375.216553	59.926853	-25.368490	1.470813	-0.004759	0.080075	-0.001979	-0.034139
5.410000	-2.461220	-1.626908	741.367915	741.373785	-8.438605	5.977385	-12.824492	11.197583	304.691589	2.782344	374.752045	59.141937	-25.210800	1.533349	0.000549	0.080880	-0.002068	-0.034006
5.420000	-2.332173	-1.722540	741.837768	741.843434	-8.342178	6.010005	-12.856416	11.133876	304.850861	2.621978	374.752045	59.612885	-25.300905	1.444286	-0.008398	0.067788	-0.001947	-0.034106
5.430000	-2.283244	-1.961654	742.138077	742.144182	-8.342178	6.058935	-12.952187	10.990533	304.373016	2.301247	374.752045	60.711769	-25.669637	1.333475	0.007096	0.082546	-0.001797	-0.034589
5.440000	-2.186339	-2.232656	741.800648	741.807230	-8.277894	6.091555	-13.063920	10.831264	303.576630	2.140881	375.371368	60.711769	-25.972657	1.488477	0.006468	0.078538	-0.002007	-0.035013
5.450000	-2.153480	-2.471875	740.253162	740.260422	-8.293964	6.140485	-13.207578	10.735703	303.098816	2.301247	373.513397	61.339703	-25.779374	1.268229	0.013696	0.084456	-0.001713	-0.034825
5.460000	-2.282049	-2.631285	741.804562	741.812739	-8.422534	6.140485	-13.271425	10.640141	303.098816	2.140881	374.597229	61.967636	-26.146627	1.297907	0.043216	0.119048	-0.001750	-0.035247
5.470000	-2.233358	-2.822617	743.376674	743.385388	-8.406463	6.173105	-13.367196	10.544580	302.939514	2.461612	374.752045	63.223503	-26.387868	1.225576	0.046500	0.121125	-0.001649	-0.035497
5.480000	-2.217288	-2.854541	742.271027	742.279828	-8.390392	6.173105	-13.399120	10.544580	302.939514	2.140881	374.752045	62.438587	-26.293594	1.282001	0.039455	0.113069	-0.001727	-0.035423
5.490000	-2.168118	-2.902356	742.280109	742.288949	-8.406463	6.238345	-13.415082	10.512726	303.098816	2.461612	374.752045	61.967636	-26.101246	1.360099	0.057625	0.128545	-0.001832	-0.035164
5.500000	-2.265023	-2.806655	741.660737	741.669506	-8.470748	6.205725	-13.351234	10.544580	303.417358	2.140881	373.977875	62.124622	-25.982553	1.167287	0.067797	0.142730	-0.001574	-0.035033
